Date,Asset,Daily Return,Exposure BoP,Exposure EoP,Trade Exposure,Trade Cost,PnL - Daily,PnL,Days in Exposure,Strategy Vol.,stop_trading_sign,Strategy,Strategy Weight,Book Vol,all_strategies_ready,Cumulative_ReturnLibor
2013-07-23,Swap - FXE US Equity,1.0029023495564293,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000217604472883
2013-07-23,Swap - UDN US Equity,1.0026514194951883,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000217604472883
2013-07-23,Swap - CEW US Equity,1.003435424285159,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000217604472883
2013-07-24,Swap - UUP US Equity,1.0035973538324017,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000289921744077
2013-07-24,Swap - FXY US Equity,0.9915535819259492,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000289921744077
2013-07-24,Swap - FXE US Equity,0.9977021772353696,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000289921744077
2013-07-24,Swap - UDN US Equity,0.996206293761906,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000289921744077
2013-07-24,Swap - CEW US Equity,0.9941131507151092,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000289921744077
2013-07-25,Swap - UUP US Equity,0.9932562475389186,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000036210290775
2013-07-25,Swap - FXY US Equity,1.0114775228751238,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000036210290775
2013-07-25,Swap - FXE US Equity,1.0068035717094312,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000036210290775
2013-07-25,Swap - UDN US Equity,1.0075907929794325,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000036210290775
2013-07-25,Swap - CEW US Equity,0.999501033716204,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000036210290775
2013-07-26,Swap - UUP US Equity,0.9990887497821949,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000434612506819
2013-07-26,Swap - FXY US Equity,1.010130550950463,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000434612506819
2013-07-26,Swap - FXE US Equity,0.9996891688647574,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000434612506819
2013-07-26,Swap - UDN US Equity,1.000746451466588,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000434612506819
2013-07-26,Swap - CEW US Equity,0.9989058979459057,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000434612506819
2013-07-29,Swap - UUP US Equity,0.9999927220307003,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000507395892628
2013-07-29,Swap - FXY US Equity,1.0032042602788915,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000507395892628
2013-07-29,Swap - FXE US Equity,0.9986241150572096,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000507395892628
2013-07-29,Swap - UDN US Equity,0.9996161548068806,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000507395892628
2013-07-29,Swap - CEW US Equity,0.9991061758741655,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000507395892628
2013-07-30,Swap - UUP US Equity,1.002257021803867,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000579906545173
2013-07-30,Swap - FXY US Equity,0.9985921992860903,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000579906545173
2013-07-30,Swap - FXE US Equity,0.9996879662270155,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000579906545173
2013-07-30,Swap - UDN US Equity,0.9981092038980234,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000579906545173
2013-07-30,Swap - CEW US Equity,0.9960400848504386,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000579906545173
2013-07-31,Swap - UUP US Equity,0.9975067707984046,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000652581682776
2013-07-31,Swap - FXY US Equity,1.0010947085227422,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000652581682776
2013-07-31,Swap - FXE US Equity,1.0033435915410844,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000652581682776
2013-07-31,Swap - UDN US Equity,1.002638373003051,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000652581682776
2013-07-31,Swap - CEW US Equity,1.0029667459116376,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000652581682776
2013-08-01,Swap - UUP US Equity,1.0083653125741185,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000725257348515
2013-08-01,Swap - FXY US Equity,0.9839816414690616,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000725257348515
2013-08-01,Swap - FXE US Equity,0.9924025160710835,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000725257348515
2013-08-01,Swap - UDN US Equity,0.9909511739786223,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000725257348515
2013-08-01,Swap - CEW US Equity,0.9955426984585632,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000725257348515
2013-08-02,Swap - UUP US Equity,0.9946076533969119,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000798206809698
2013-08-02,Swap - FXY US Equity,1.0062979581276763,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000798206809698
2013-08-02,Swap - FXE US Equity,1.0061881802522528,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000798206809698
2013-08-02,Swap - UDN US Equity,1.0053144503780371,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000798206809698
2013-08-02,Swap - CEW US Equity,1.0034713172848306,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000798206809698
2013-08-05,Swap - UUP US Equity,0.9986414089009173,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000870828879522
2013-08-05,Swap - FXY US Equity,1.0062584837293047,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000870828879522
2013-08-05,Swap - FXE US Equity,0.9981683452467053,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000870828879522
2013-08-05,Swap - UDN US Equity,1.0011262818409905,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000870828879522
2013-08-05,Swap - CEW US Equity,1.0034548009554662,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000870828879522
2013-08-06,Swap - UUP US Equity,0.9972819437966217,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000943724748528
2013-08-06,Swap - FXY US Equity,1.0054159918481287,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000943724748528
2013-08-06,Swap - FXE US Equity,1.0032669268513765,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000943724748528
2013-08-06,Swap - UDN US Equity,1.0030157710555672,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000943724748528
2013-08-06,Swap - CEW US Equity,0.9975270626941825,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0000943724748528
2013-08-07,Swap - UUP US Equity,0.9959132760758366,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001016621148866
2013-08-07,Swap - FXY US Equity,1.0129783321621164,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001016621148866
2013-08-07,Swap - FXE US Equity,1.002497634894719,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001016621148866
2013-08-07,Swap - UDN US Equity,1.004508100347285,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001016621148866
2013-08-07,Swap - CEW US Equity,0.995542676696337,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001016621148866
2013-08-08,Swap - UUP US Equity,0.9968063688165664,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000108905351005
2013-08-08,Swap - FXY US Equity,0.9974289264022069,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000108905351005
2013-08-08,Swap - FXE US Equity,1.003551922392641,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000108905351005
2013-08-08,Swap - UDN US Equity,1.0037423401944683,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000108905351005
2013-08-08,Swap - CEW US Equity,1.00794129546311,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000108905351005
2013-08-09,Swap - UUP US Equity,1.0009054222371137,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001161486395829
2013-08-09,Swap - FXY US Equity,1.0054301872773277,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001161486395829
2013-08-09,Swap - FXE US Equity,0.9968239170970609,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001161486395829
2013-08-09,Swap - UDN US Equity,0.9988731824680641,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001161486395829
2013-08-09,Swap - CEW US Equity,0.9995010091359268,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001161486395829
2013-08-12,Swap - UUP US Equity,1.002728254996102,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.00012339198062
2013-08-12,Swap - FXY US Equity,0.9936997844470801,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.00012339198062
2013-08-12,Swap - FXE US Equity,0.9968890718693554,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.00012339198062
2013-08-12,Swap - UDN US Equity,0.9966266048688717,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.00012339198062
2013-08-12,Swap - CEW US Equity,0.9999927575526226,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.00012339198062
2013-08-13,Swap - UUP US Equity,1.004996408287213,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000130621709833
2013-08-13,Swap - FXY US Equity,0.9864365660243986,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000130621709833
2013-08-13,Swap - FXE US Equity,0.9971078871078566,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000130621709833
2013-08-13,Swap - UDN US Equity,0.9947408897854054,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000130621709833
2013-08-13,Swap - CEW US Equity,0.9940754689683222,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000130621709833
2013-08-14,Swap - UUP US Equity,0.9995426183656952,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000137824162338
2013-08-14,Swap - FXY US Equity,1.0007952804728542,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000137824162338
2013-08-14,Swap - FXE US Equity,0.9996879921188039,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000137824162338
2013-08-14,Swap - UDN US Equity,1.0003696496142518,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000137824162338
2013-08-14,Swap - CEW US Equity,0.9985035423352006,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000137824162338
2013-08-15,Swap - UUP US Equity,0.9932013807057345,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001450266667116
2013-08-15,Swap - FXY US Equity,1.0082116428299246,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001450266667116
2013-08-15,Swap - FXE US Equity,1.0071527244469727,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001450266667116
2013-08-15,Swap - UDN US Equity,1.0071576580825383,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001450266667116
2013-08-15,Swap - CEW US Equity,0.9980056639809602,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001450266667116
2013-08-16,Swap - UUP US Equity,1.001815603782076,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001522538193939
2013-08-16,Swap - FXY US Equity,0.997209217165473,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001522538193939
2013-08-16,Swap - FXE US Equity,0.9982536177023673,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001522538193939
2013-08-16,Swap - UDN US Equity,0.9981189609213474,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001522538193939
2013-08-16,Swap - CEW US Equity,0.9970038798176464,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001522538193939
2013-08-19,Swap - UUP US Equity,0.9995356821933796,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001594536947116
2013-08-19,Swap - FXY US Equity,1.0003915622340738,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001594536947116
2013-08-19,Swap - FXE US Equity,1.0002953697011387,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001594536947116
2013-08-19,Swap - UDN US Equity,1.0003675326790469,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001594536947116
2013-08-19,Swap - CEW US Equity,0.9915064275271266,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001594536947116
2013-08-20,Swap - UUP US Equity,0.995441965178418,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001666262918028
2013-08-20,Swap - FXY US Equity,1.0023844407439766,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001666262918028
2013-08-20,Swap - FXE US Equity,1.0064304765731011,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001666262918028
2013-08-20,Swap - UDN US Equity,1.004491593595493,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001666262918028
2013-08-20,Swap - CEW US Equity,1.0030163420760223,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001666262918028
2013-08-21,Swap - UUP US Equity,1.0050239161202332,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001737989403319
2013-08-21,Swap - FXY US Equity,0.9945251274771771,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001737989403319
2013-08-21,Swap - FXE US Equity,0.9948760647303736,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001737989403319
2013-08-21,Swap - UDN US Equity,0.9951412986053507,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001737989403319
2013-08-21,Swap - CEW US Equity,0.9894469843959117,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001737989403319
2013-08-22,Swap - UUP US Equity,1.0022649793769738,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001809716402992
2013-08-22,Swap - FXY US Equity,0.9908965323761013,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001809716402992
2013-08-22,Swap - FXE US Equity,0.9999928285978531,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001809716402992
2013-08-22,Swap - UDN US Equity,0.9981191715141478,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001809716402992
2013-08-22,Swap - CEW US Equity,0.9999928285978531,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001809716402992
2013-08-23,Swap - UUP US Equity,0.9981774402163739,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001881443917051
2013-08-23,Swap - FXY US Equity,1.00039633624583,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001881443917051
2013-08-23,Swap - FXE US Equity,1.0023371130096663,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001881443917051
2013-08-23,Swap - UDN US Equity,1.0014945680297203,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001881443917051
2013-08-23,Swap - CEW US Equity,1.003039356371303,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001881443917051
2013-08-26,Swap - UUP US Equity,0.9999928285978531,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001953171945503
2013-08-26,Swap - FXY US Equity,1.0019087168446368,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001953171945503
2013-08-26,Swap - FXE US Equity,0.9987859271768368,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001953171945503
2013-08-26,Swap - UDN US Equity,0.9996179567038285,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001953171945503
2013-08-26,Swap - CEW US Equity,0.995441504777241,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0001953171945503
2013-08-27,Swap - UUP US Equity,0.9968124343495947,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002024162536771
2013-08-27,Swap - FXY US Equity,1.0141836229124943,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002024162536771
2013-08-27,Swap - FXE US Equity,1.0014279158636366,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002024162536771
2013-08-27,Swap - UDN US Equity,1.002996679005435,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002024162536771
2013-08-27,Swap - CEW US Equity,0.9928765977142563,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002024162536771
2013-08-28,Swap - UUP US Equity,1.00409573442234,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002095454283373
2013-08-28,Swap - FXY US Equity,0.9933441155018672,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002095454283373
2013-08-28,Swap - FXE US Equity,0.9962209549570835,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002095454283373
2013-08-28,Swap - UDN US Equity,0.9955025338784437,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002095454283373
2013-08-28,Swap - CEW US Equity,0.9994822479324554,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002095454283373
2013-08-29,Swap - UUP US Equity,1.0068089824942064,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002166937861432
2013-08-29,Swap - FXY US Equity,0.994897984508273,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002166937861432
2013-08-29,Swap - FXE US Equity,0.9926469511450408,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002166937861432
2013-08-29,Swap - UDN US Equity,0.9939799571146993,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002166937861432
2013-08-29,Swap - CEW US Equity,1.0028816770534839,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002166937861432
2013-08-30,Swap - UUP US Equity,1.0013486745508775,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002237957302418
2013-08-30,Swap - FXY US Equity,1.0003945435447779,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002237957302418
2013-08-30,Swap - FXE US Equity,0.9981619637658004,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002237957302418
2013-08-30,Swap - UDN US Equity,0.9988593560465658,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002237957302418
2013-08-30,Swap - CEW US Equity,1.003239253943028,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002237957302418
2013-09-02,Swap - UUP US Equity,0.9999928996449305,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002308977247671
2013-09-02,Swap - FXY US Equity,0.9999928996449305,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002308977247671
2013-09-02,Swap - FXE US Equity,0.9999928996449305,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002308977247671
2013-09-02,Swap - UDN US Equity,0.9999928996449305,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002308977247671
2013-09-02,Swap - CEW US Equity,0.9999928996449305,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002308977247671
2013-09-03,Swap - UUP US Equity,1.0031446926672012,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002379997697195
2013-09-03,Swap - FXY US Equity,0.9864428603543488,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002379997697195
2013-09-03,Swap - FXE US Equity,0.9967828844827874,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002379997697195
2013-09-03,Swap - UDN US Equity,0.9958281477653965,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002379997697195
2013-09-03,Swap - CEW US Equity,0.9931749970406504,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002379997697195
2013-09-04,Swap - UUP US Equity,0.9966253378157247,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000245088198542
2013-09-04,Swap - FXY US Equity,0.9990771688819353,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000245088198542
2013-09-04,Swap - FXE US Equity,1.0027532155882728,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000245088198542
2013-09-04,Swap - UDN US Equity,1.0034153656757705,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000245088198542
2013-09-04,Swap - CEW US Equity,1.0058351173359297,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.000245088198542
2013-09-05,Swap - UUP US Equity,1.0065288394567284,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002521520774503
2013-09-05,Swap - FXY US Equity,0.9946971203266145,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002521520774503
2013-09-05,Swap - FXE US Equity,0.9927290903174468,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002521520774503
2013-09-05,Swap - UDN US Equity,0.993175091024516,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002521520774503
2013-09-05,Swap - CEW US Equity,1.0015177822718997,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002521520774503
2013-09-06,Swap - UUP US Equity,0.9941700438428193,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002591695383687
2013-09-06,Swap - FXY US Equity,1.010743395267276,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002591695383687
2013-09-06,Swap - FXE US Equity,1.0043833235383142,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002591695383687
2013-09-06,Swap - UDN US Equity,1.006095310370512,0,0,0,0,0,0,0,0.0,False,FX | Trend-Following,1.0,0.0,True,1.0002591695383687
