Date,UCO US Equity,SCO US Equity,KOLD US Equity,ZSL US Equity,GLL US Equity,GLD US Equity,GDX US Equity,PDBC US Equity
2013-07-17,1.0163997160867935,0.9827913863437246,1.0289090506100105,1.0706639434232244,1.0240008924332777,0.9874217455913056,0.9699739770457654,
2013-07-18,1.0453129152784548,0.9550307456657536,0.927267971232108,1.0667471394018548,1.0130332598181222,0.9929393351688348,0.9660706369232983,
2013-07-19,1.052813523506941,0.9480441597603549,0.9392181689980617,1.050897767477663,0.9952810072741546,1.001739702589051,1.0081633012442244,
2013-07-22,1.0227734006616866,0.9764850281606522,0.9856961070477022,0.9514176836920529,0.9368203823869334,1.0315978622117123,1.069755146394539,
2013-07-23,1.0313863362388724,0.9668851530671698,0.956895325953594,0.9532623559904393,0.9233485027168915,1.0385562342325574,1.1052206460172926,
2013-07-24,0.9952291732190072,1.0026027047733606,0.9732387188250488,0.9818520976748348,0.9552819790901598,1.0206937886218208,1.050636466722694,
2013-07-25,1.0038422417364856,0.9926720553828298,1.0015351617716017,0.9762903088094184,0.9405023477010072,1.0302143225745337,1.060765562929194,
2013-07-26,0.9852042312283701,1.012180761440629,1.0456933459079343,0.9950044973677418,0.9373151284565654,1.0310875768310468,1.07510092621742,
2013-07-29,0.9799137574824694,1.0168042534892334,1.0993670758639311,1.013718386795308,0.9409615128010149,1.0285980503794232,1.0615278714555303,
2013-07-30,0.9559929259966292,1.0409433261274348,1.1218073295207736,1.0243058856715406,0.9464866479140486,1.0257883295381667,1.0548946472285314,
2013-07-31,0.9915782432379044,1.0019048051281851,1.1255810862419053,1.0130864988210277,0.9500285470157513,1.0244998499610254,1.0521575230835862,
2013-08-01,1.040231982869313,0.9526130306469234,1.159001181147938,1.0302569431415243,0.9697485262837704,1.0136838338689593,1.0201817977229262,
2013-08-02,1.0229846429691063,0.9688136159738646,1.1874183016003623,1.0115303843257117,0.9736033010132691,1.0116748670662352,0.9975650502523209,
2013-08-05,1.0174160445278913,0.9737680348433742,1.1915578664831923,1.0259218428290826,0.9826339345564269,1.0063834073576385,0.9913213174591062,
