Date,SLQD US Equity,LQD US Equity,EMHY US Equity,HYGH US Equity
2014-01-01,,1.0,,
2014-01-02,1.0,1.0019438441414064,0.9997971190910934,
2014-01-03,1.0007185772171103,1.0034326077145903,0.9987827145465612,
2014-01-06,1.0010179843909064,1.0056218703052882,1.0011259890444308,
2014-01-07,1.0016167987384983,1.0048341475121991,0.9987827145465612,
2014-01-08,0.9997085770175058,1.000542846106379,0.9959423818218706,
2014-01-09,0.9997085770175058,1.002819874235234,0.995333739095151,
2014-01-10,1.0028144274336817,1.0082494188241906,0.9977683100020288,
2014-01-13,1.0005189724345798,1.0101759265629984,0.995739500912964,
2014-01-14,1.0032116409509173,1.00719839941663,0.9977683100020288,
2014-01-15,1.0000998023912657,1.00746115426852,1.0012172854534387,
2014-01-16,1.0024551388251266,1.009825947935532,1.0,
2014-01-17,1.0028144274336817,1.0109641911186695,1.0034489754514102,
2014-01-20,1.0028144274336817,1.0109641911186695,1.0034489754514102,
2014-01-21,1.0024152178686205,1.0095631930836415,1.0024345709068776,
2014-01-22,1.0008183796083756,1.0071106338784723,0.9963481436396833,
2014-01-23,1.0024152178686205,1.0109641911186695,0.9905051734631769,
2014-01-24,1.0022156130860895,1.0102636921011559,0.9838709677419355,
2014-01-27,1.0008183796083756,1.0083371843623479,0.9857983363765471,
2014-01-28,1.0032136369987428,1.0132412192475238,0.9851896936498274,
2014-01-29,1.003053953172718,1.0152554925244888,0.9825522418340434,
2014-01-30,1.0028144274336817,1.0157810022282694,0.9831608845607628,
2014-01-31,1.0036128465638041,1.0188457531502133,0.9736254818421588,
2014-02-03,1.0038463841593646,1.0253956627571266,0.9766402921485089,
2014-02-04,1.0052456136849044,1.0204764585196768,0.9852079529316291,
2014-02-05,1.0045450008982217,1.017226966557537,0.9888780685737473,
2014-02-06,1.0044372143156552,1.016260462112646,0.9882673970379388,
2014-02-07,1.005844428032496,1.0194227302992096,0.9893264353824304,
2014-02-10,1.0054452184674347,1.019862099752577,0.9930391560154191,
2014-02-11,1.004684724245993,1.0177535597864806,0.9929174274700748,
2014-02-12,1.002646759416356,1.0146795989006552,0.9962223574761616,
2014-02-13,1.0052456136849044,1.0188955953076853,0.9935707039967538,
2014-02-14,1.0056428272021403,1.0208280624348867,0.9932460945425033,
2014-02-17,1.0056428272021403,1.0208280624348867,0.9932460945425033,
2014-02-18,1.0050440128545484,1.022936060638402,0.9927551227429497,
2014-02-19,1.0050440128545484,1.0217940251171966,0.991440454453236,
2014-02-20,1.00548114732829,1.0204764585196768,0.9943862852505582,
2014-02-21,1.004245593724426,1.0215307285027249,0.9996895922093729,
2014-02-24,1.0054212658935313,1.0220578634942488,1.0045851085412865,
2014-02-25,1.006243637597557,1.0260105632868086,1.0084601339014,
