Date,SLQD US Equity,LQD US Equity,EMHY US Equity,HYGH US Equity
2014-01-01,,0.9999932658399383,,
2014-01-02,0.9999933546632876,1.0019304386818138,0.999790475102593,
2014-01-03,1.0007053590892232,1.003412596551524,0.9987695219887803,
2014-01-06,1.0009982060498213,1.0055952291147447,1.0011062085693654,
2014-01-07,1.0015903731473728,1.0048008705025107,0.9987563637268956,
2014-01-08,0.9996756254858036,1.0005031294826305,0.9959095544282454,
2014-01-09,0.9996690150910742,1.002773436301709,0.9952943502961887,
2014-01-10,1.0027681117102416,1.008196062682287,0.9977222273372415,
2014-01-13,1.0004662222594995,1.0101158649184048,0.9956870027250692,
2014-01-14,1.0031522497321406,1.0071319899437259,0.9977092410343565,
2014-01-15,1.0000340864527224,1.0073881706612346,1.0011514960857757,
2014-01-16,1.00238278498451,1.0097462622559594,0.9999278233630471,
2014-01-17,1.0027355553929318,1.0108778706342043,1.0033700535030246,
2014-01-20,1.0027290494635188,1.0108713118759793,1.0033635434568733,
2014-01-21,1.0023233842872383,1.0094639067223807,1.002342735552519,
2014-01-22,1.000720199421501,1.0070050550431682,0.9962504019825278,
2014-01-23,1.0023103367259911,1.0108516082279175,0.9904015384499397,
2014-01-24,1.0021042988850828,1.0101446814933872,0.9837616910461446,
2014-01-27,1.000700755177994,1.0082118867540761,0.9856824772255265,
2014-01-28,1.0030892502086879,1.013108766671688,0.9850675416185265,
2014-01-29,1.0029231201121087,1.0151162319582998,0.9824240829083934,
2014-01-30,1.0026771063202824,1.0156350660324867,0.9830262547193633,
2014-01-31,1.0034689191022137,1.0186927810610191,0.9734858548489204,
2014-02-03,1.0036959521541933,1.025235097328078,0.97649393712866,
2014-02-04,1.0050884686161705,1.0203100615108571,0.9850539402511727,
2014-02-05,1.0043814692915034,1.0170545213777775,0.988717087413861,
2014-02-06,1.0042671912088055,1.0160815951586932,0.9881001110285715,
2014-02-07,1.0056677310634874,1.0192367842762167,0.9891526401337614,
2014-02-10,1.0052621585628336,1.0196695483238096,0.9928583548640224,
2014-02-11,1.0044952991419858,1.0175548182370437,0.992730220993824,
2014-02-12,1.0024512418268146,1.014474903207373,0.9960280926544269,
2014-02-13,1.0050431027097666,1.018683474462325,0.9933705449814887,
2014-02-14,1.0054337470802204,1.0206089522068633,0.9930395917873241,
2014-02-17,1.0054272786065908,1.020602386103316,0.9930332030516853,
2014-02-18,1.0048221431336624,1.022703354042153,0.9925359658710375,
2014-02-19,1.0048157197920462,1.0215550479726259,0.9912152514026823,
2014-02-20,1.0052462739244818,1.0202312118689059,0.9941540035293767,
2014-02-21,1.0040045564775486,1.021278665008133,0.9994496484859016,
2014-02-24,1.0051735002289877,1.0217991170727467,1.0043375489307516,
2014-02-25,1.0059892384327975,1.0257442590626216,1.008205174360617,
2014-02-26,1.0071781386149758,1.0290746220098217,1.0088112791911028,
2014-02-27,1.0071756224249913,1.0308238891703558,1.0136989771912528,
2014-02-28,1.0047705309763093,1.0302025127826817,1.0189943041835667,
2014-03-03,1.0067974578231378,1.0328800788318662,1.010966028319889,
2014-03-04,1.0072938343948943,1.0273252298728053,1.015675154163547,
2014-03-05,1.006563019009981,1.0267900375808743,1.0267366242023501,
2014-03-06,1.005884075500766,1.0237011999061054,1.0183271660623272,
2014-03-07,1.0034770741388934,1.0199955109289252,1.0150410132674652,
2014-03-10,1.0042508510396035,1.018403733965365,1.012779169028935,
2014-03-11,1.003264690858802,1.0187498053904234,1.012977547872118,
2014-03-12,1.0062573531748633,1.0223540175081058,1.0090770051699742,
2014-03-13,1.0058877666647186,1.0259582044376734,1.0076346385088422,
2014-03-14,1.0058813021435942,1.0248067176931734,1.0078330035697771,
2014-03-17,1.007185802658414,1.0234792455860717,1.011308808971569,
2014-03-18,1.0054314023661128,1.026642475984942,1.013149909414707,
2014-03-19,1.0014263105516197,1.0192386517315193,1.012674937634189,
2014-03-20,1.0058196014740792,1.0206412827972557,1.011496236842177,
2014-03-21,1.0022156435628857,1.0241570816602998,1.0139498306643056,
2014-03-24,1.0030073157414452,1.0260881798342016,1.0172226624068592,
2014-03-25,1.00378104068608,1.026433608609111,1.0196761464312656,
2014-03-26,1.0045148776368023,1.0303901096762194,1.0243827603281688,
2014-03-27,1.0045084562593858,1.030647255565674,1.0323706271215431,
2014-03-28,1.0041808067242117,1.0298483981234254,1.0315731159049937,
2014-03-31,1.0041744698261137,1.0297536284483961,1.0329719991911996,
2014-04-01,1.0049862433441537,1.0271911540327738,1.0352977184559728,
2014-04-02,1.0043813517299063,1.0257718293242148,1.0363214023944238,
2014-04-03,1.0045745402948907,1.0277083672772922,1.038168412378078,
2014-04-04,1.0059688490243917,1.031763889408928,1.0369268780375254,
2014-04-07,1.006944160622278,1.0342305430870484,1.0402157407496297,
2014-04-08,1.0077579083621973,1.0369614847767783,1.0467006034513477,
2014-04-09,1.0073526031560267,1.0378382382886056,1.0490119697834699,
2014-04-10,1.0067458079485845,1.0392451348422729,1.0533795946801328,
2014-04-11,1.0093412107604838,1.0399448212423805,1.0517244084164432,
2014-04-14,1.008933877683208,1.0406449778539884,1.0488342143164242,
2014-04-15,1.009328642931019,1.042846233148944,1.0473859197906294,
2014-04-16,1.0065192525838957,1.0432810515714757,1.056030121159514,
2014-04-17,1.0057150018617356,1.0372699683788316,1.0576722115724626,
2014-04-18,1.0057087858639577,1.0372635573500544,1.0576656744440467,
2014-04-21,1.0073025997817924,1.0386698886362242,1.0574523023064253,
2014-04-22,1.0072962982514528,1.0391935043438807,1.0603291929352747,
2014-04-23,1.008089997556238,1.041482879568429,1.0590876438733619,
2014-04-24,1.0070822155858308,1.0416529073513647,1.057227670581281,
2014-04-25,1.0072774654852108,1.0414699271839396,1.051040550794485,
2014-04-28,1.0078518087754753,1.0402267984704394,1.0539175176190436,
2014-04-29,1.0074645530515725,1.0403974433707779,1.0598846783461742,
2014-04-30,1.0074583950897484,1.0433047048013533,1.0607014488666253,
2014-05-01,1.0069435384300618,1.047659270840891,1.0621691137302784,
2014-05-02,1.0089403160065593,1.0498663615552815,1.064439722684186,
2014-05-05,1.00913365548152,1.0472035823378243,1.062985474974609,
2014-05-06,1.0085269767068825,1.048968225745914,1.0677378451699413,
2014-05-07,1.0095222365976573,1.0491388503854664,1.0729038227288228,
2014-05-08,1.0099170389432848,1.0493982870311034,1.0768308713132253,
2014-05-09,1.0101103330597048,1.0482402054835216,1.0757881535670533,
2014-05-12,1.009102688148519,1.045577453227053,1.074129026569324,
2014-05-13,1.0100779741706092,1.0494672121227122,1.0786723693765496,
2014-05-14,1.0114741181843416,1.054685552692031,1.0747342349561648,
2014-05-15,1.0114878148773188,1.0565388392560837,1.079901950632009,
2014-05-16,1.0114794923487973,1.0552923673125632,1.0798951949312818,
2014-05-19,1.0118761606620572,1.0543117963049744,1.080508916618377,
2014-05-20,1.0122707973966873,1.054305215101955,1.0800885553770436,
2014-05-21,1.0118635488215943,1.052350646120559,1.0792546075382958,
2014-05-22,1.0116577822176593,1.0519894801824439,1.076350591590415,
2014-05-23,1.0120523782454278,1.0531344518235841,1.0852425070929217,
2014-05-26,1.0120460262532447,1.0531278419860406,1.085235695734073,
2014-05-27,1.01183819285223,1.0568401009246546,1.0855390722657718,
2014-05-28,1.0130347046292194,1.0618809680055683,1.0908097785971747,
2014-05-29,1.0130284018535543,1.0587748794729372,1.093907007551513,
2014-05-30,1.013823963768769,1.0589453254744685,1.0924505872139747,1.0007932922676988
2014-06-02,1.0128881411025965,1.0530733509395018,1.0918213789742712,1.0030846639720223
2014-06-03,1.010675736351537,1.0482712172040365,1.088696434989375,1.002679668429536
2014-06-04,1.012454604447572,1.0477319149769726,1.0886895974886501,1.0069706855111638
2014-06-05,1.0132700077201282,1.0499454915140134,1.0920096576965515,1.004165098086541
2014-06-06,1.0130641782441476,1.0521585274579253,1.097823367495513,1.0041587887356143
2014-06-09,1.0108517407254272,1.0500210550538431,1.1038478203888604,1.0094500423743165
2014-06-10,1.0110448304212636,1.0480606437687519,1.1030076262013828,1.0094436805023492
2014-06-11,1.0110384723164931,1.0488536470047307,1.0984270359239232,1.0094373324666466
2014-06-12,1.012035365323265,1.0522207852129581,1.0994601174127137,1.008930294233456
2014-06-13,1.011626034988461,1.0520365369851172,1.0986219398768586,1.0098242835023483
2014-06-16,1.009327908984107,1.0519411161375425,1.09260206376516,1.0100177759907065
2014-06-17,1.0108134452550674,1.0483826692382325,1.0917457276413782,1.010710914292123
2014-06-18,1.0116068613441986,1.054414221258573,1.0977679115653673,1.0133027372818508
2014-06-19,1.012123068396684,1.0506782832949317,1.0994233607334372,1.012297064432161
2014-06-20,1.0111952208557864,1.052714127750195,1.10295192798788,1.0122906763162964
2014-06-23,1.0107878918026945,1.0526181065467115,1.1006581962240705,1.0137831730289717
2014-06-24,1.012484714410054,1.0570513894350857,1.1052245535600154,1.012977262779459
2014-06-25,1.0130526411120802,1.0581099611607219,1.1062574346340477,1.0118715716848903
2014-06-26,1.0123720264307339,1.060056286508715,1.106874721462343,1.0112655249104021
2014-06-27,1.013568174177872,1.0598719273568815,1.106243245786665,1.0099100211828151
2014-06-30,1.0133623325785905,1.0588886966597686,1.102909689653054,1.0099036453699308
2014-07-01,1.0111620488105273,1.0547988365355565,1.103056756851126,1.0126451909543064
2014-07-02,1.0095480697255554,1.0510521397014088,1.1032584703705637,1.012676661377753
2014-07-03,1.01134657942276,1.0499774619698636,1.1034602566581113,1.0126042793468581
2014-07-04,1.011340128195302,1.0499707643218261,1.1034532178513843,1.0125978200967218
2014-07-07,1.011134213036313,1.0518336941745527,1.1055340587462215,1.0119518262441107
2014-07-08,1.0111277493446893,1.0557443458505027,1.1094960219801915,1.0114407495861744
