Date,UCO US Equity,SCO US Equity,KOLD US Equity,ZSL US Equity,GLL US Equity,GLD US Equity,GDX US Equity,PDBC US Equity
2013-07-17,1.0164071190211343,0.9827985444922255,1.0289165446559296,1.0706717415903715,1.0240083507306896,0.9874289374649688,0.9699810418388294,
2013-07-18,1.0453281423804233,0.9550446576248758,0.9272814787701319,1.0667626787367552,1.0130480167014622,0.9929537993434223,0.9660847097008198,
2013-07-19,1.052836484983315,0.9480648362553751,0.939238653001464,1.0509206871721015,0.9953027139874745,1.0017615501641444,1.0081852889156455,
2013-07-22,1.0228031145717462,0.9765133972874623,0.9857247437774529,0.9514453245550868,0.9368475991649278,1.0316278324925934,1.0697862252319288,
2013-07-23,1.0314238042269188,0.9669202778696656,0.9569300878477306,0.9532969859067998,0.9233820459290195,1.038593962687165,1.1052607962427692,
2013-07-24,0.9952725250278088,1.002646377770426,0.9732811127379206,0.9818948667832527,0.9553235908141965,1.0207382496597004,1.0506822320523799,
2013-07-25,1.003893214682981,0.9927224611313257,1.0015860175695466,0.9763398827281139,0.9405501043841342,1.030266634638482,1.060819426319312,
2013-07-26,0.9852614015572863,1.0122394971882231,1.0457540263543188,0.995062236395432,0.9373695198329859,1.0311474097205535,1.075163313153673,
2013-07-29,0.9799777530589551,1.0168706582864702,1.0994388726207907,1.0137845900627502,0.9410229645093949,1.0286652253983506,1.0615971970340015,
2013-07-30,0.9560622914349277,1.0410188554416138,1.1218887262079065,1.0243802077975512,0.9465553235908144,1.0258627592281204,1.054971188830016,
2013-07-31,0.9916573971078976,1.0019847833278195,1.1256709370424596,1.0131673696121795,0.9501043841336118,1.0245816318360157,1.0522415127640399,
2013-08-01,1.040322580645162,0.952695997353622,1.1591021229868232,1.0303466721530703,0.9698329853862214,1.013772119465129,1.0202706492515825,
2013-08-02,1.0230812013348172,0.9689050611974852,1.1875303806734996,1.0116258615368787,0.9736951983298541,1.011770357914965,0.9976592092913685,
2013-08-05,1.0175194660734148,0.9738670195170351,1.1916789897510978,1.0260261289990742,0.9827338204592907,1.0064857074225315,0.9914220864447277,
2013-08-06,0.9974972191323697,0.993053258352629,1.211322474377745,1.0450570928916778,1.0087682672233826,0.9926335174953957,0.9368397829720563,
2013-08-07,0.9724694104560628,1.0172014555077729,1.2570765007320646,1.0422796008641084,1.006471816283925,0.9940747858115141,0.9333323361913916,
2013-08-08,0.9649610678531706,1.0244789943764463,1.2009516837481697,0.9576175290607961,0.9628392484342382,1.0157738810152932,1.0136446410475974,
2013-08-09,1.0041713014460518,0.9827985444922255,1.267935578330893,0.9428042382470941,0.9636743215031321,1.0157738810152932,1.0319671242301753,
2013-08-12,1.0127919911012242,0.9741978167383387,1.2086383601756958,0.863388540273634,0.9279749478079334,1.0339498758907835,1.0920050405525161,
2013-08-13,1.0197441601779755,0.9679126695335755,1.206930087847731,0.8528957926139282,0.9478079331941551,1.0228200816718709,1.060037916322341,
2013-08-14,1.0303114571746383,0.9573271584518684,1.1880186676427529,0.8229606007612381,0.9293319415448854,1.032908959884698,1.1189054372903668,
2013-08-15,1.0400444938820919,0.9480648362553751,1.1426306734992675,0.7327435449027878,0.8898747390396663,1.0544479141644645,1.1863546110959464,
2013-08-16,1.0542269187986655,0.9361561362884548,1.1715472181551982,0.724308198744985,0.8757828810020883,1.0615741852830487,1.161402380427101,
2013-08-19,1.0394883203559515,0.9477340390340719,1.1145680819912152,0.7270856907725541,0.8845511482254698,1.0570101689486742,1.1395687111815755,
2013-08-20,1.0111234705228034,0.9735362222957328,1.1153001464128842,0.735109556629976,0.878810020876827,1.0605332692769631,1.1824545396756547,
2013-08-21,0.991935483870968,0.9907376778035059,1.0998049048316252,0.737681308507355,0.8811064718162842,1.057490591720714,1.1278759754852652,
2013-08-22,1.0086206896551728,0.9738670195170351,1.0603953147877012,0.7288344820491718,0.8739039665970779,1.0634158059092,1.1450280633135277,
2013-08-23,1.0311457174638488,0.952695997353622,1.085651537335286,0.6722559407468363,0.8459290187891442,1.0801505324685716,1.1750470214746982,
2013-08-26,1.0339265850945498,0.9503804168044983,1.076744875549048,0.6530192367040427,0.8372651356993743,1.0845544078789333,1.1855731010989747,
2013-08-27,1.0828698553948832,0.9057227919285471,1.0560029282576868,0.6448925007715252,0.821085594989562,1.0949635679397864,1.1345019836892505,
2013-08-28,1.0917686318131263,0.8967912669533572,1.0599073938506591,0.652710626478757,0.8206691022964515,1.09464328609176,1.1033126301737646,
2013-08-29,1.0656284760845385,0.9179622891167708,1.0380673499267934,0.6767822240510233,0.8307933194154492,1.0879173672832094,1.1126683144437257,
2013-08-30,1.062847608453838,0.9206086668871978,1.03965336749634,0.7005452113980039,0.845511482254698,1.0779085595323885,1.096686621969779,
2013-09-02,1.062847608453838,0.9206086668871978,1.03965336749634,0.7005452113980039,0.845511482254698,1.0779085595323885,1.096686621969779,
2013-09-03,1.0756395995550614,0.9073767780350644,1.017081625183016,0.6525048863285668,0.8234864300626309,1.0923212426935702,1.107212701594056,
2013-09-04,1.0531145717463848,0.926563016870658,1.0159835285505128,0.6937557864417239,0.8441544885177458,1.0782288413804149,1.1142275951553857,
