Date,UUP US Equity,FXY US Equity,FXE US Equity,UDN US Equity,CEW US Equity
2013-07-17,1.0024591978930641,0.9937193634921605,0.9964651624581587,0.9977054966021169,1.0039414877190458
2013-07-18,1.0042432813870026,0.9846057118608124,0.9954608273624631,0.9957953364287553,1.001467330839982
2013-07-19,1.0015489504096275,0.9863186688592457,0.9981378761657232,0.9992170389750508,1.0019480707400854
2013-07-22,0.9970588873010712,0.9947095411543592,1.0013511745649504,1.0033961071517066,1.0039196337490952
2013-07-23,0.9939189842991644,0.9951070251084606,1.004257445702279,1.0060565311516045,1.007368523639225
2013-07-24,0.9974944625664298,0.9867019351459696,1.0019498400819946,1.0022398482134993,1.001438296966218
2013-07-25,0.9907676068295824,0.9980268291775364,1.0087666776682456,1.009847643417026,1.0009386130207296
2013-07-26,0.9898647696320647,1.0081373908204485,1.0084531215766313,1.0106014456714851,0.9998434840282013
2013-07-29,0.9898575654266606,1.0113677254175197,1.0070656061111438,1.0102135311644045,0.9989497998001186
2013-07-30,0.9920916955345515,1.0099439212116519,1.0067513676304263,1.008303423357515,0.9949940433542388
2013-07-31,0.9896181835485843,1.011049515429694,1.0101175329872105,1.0109637038885853,0.9979459378644637
2013-08-01,0.9978966489829997,0.9948541617990097,1.0024431812640233,1.00181566921817,0.9934977918973499
2013-08-02,0.9925156443776233,1.0011197116531643,1.008646480362327,1.0071397688801698,0.9969465379548043
2013-08-05,0.9911672214574715,1.0073852030796318,1.0067989882421773,1.0082740921131987,1.0003907898066793
2013-08-06,0.9884731732426039,1.0128411931274366,1.0100881268908044,1.011314815936272,0.99791688610217
2013-08-07,0.9844335562771196,1.0259861825593188,1.012610958243268,1.0158739246092088,0.9934688479106281
2013-08-08,0.9812896385737745,1.02334829657364,1.016207673780886,1.019675670429786,1.0013582775652818
2013-08-09,0.9821781200335884,1.0289052694739693,1.012980113962355,1.0185266820074572,1.0008586089331126
2013-08-12,0.9848577523966322,1.022422944492748,1.009828805630046,1.015090789057449,1.0008513602673053
2013-08-13,0.9897785038324326,1.0085553783899806,1.0069082667224256,1.009752314719976,0.9949217853253047
2013-08-14,0.98932579732275,1.0093574627882063,1.0065941034075667,1.0101255692736022,0.9934329269937787
2013-08-15,0.9825997478687569,1.017645945760342,1.0137939936591887,1.0173557027188922,0.991451687924975
2013-08-16,0.9843837596872543,1.014805916923288,1.0120235217752158,1.0154420168851879,0.9884811795129543
2013-08-19,0.9839266927790836,1.0152032765952697,1.0123224428603879,1.0158152250100703,0.9800854429766896
2013-08-20,0.9794419206515126,1.017623968651402,1.018832158613626,1.0203778541689297,0.9830417159364372
2013-08-21,0.9843625547055058,1.0120526071468665,1.013611728582276,1.0154201428658098,0.9726676613686902
