Date,VLUE US Equity,SIZE US Equity,USMV US Equity,MTUM US Equity,QUAL US Equity
2013-07-18,1.0118624760641923,0.9999927165658303,1.0026561111011625,1.0046351224197065,
2013-07-19,1.0099698451290768,0.9999854741712029,1.0050194829871497,1.0090464230007246,0.992216143884716
2013-07-22,1.0127352307820507,1.0180777931394944,1.0051614439598546,1.0103578351261298,0.9969945315630092
2013-07-23,1.0127278628933698,1.018070386382407,1.0041152003081104,1.008697010221729,0.995392098546537
2013-07-24,1.012720539334145,1.0180630241886304,0.9975931434320056,1.0051626993570668,0.9940290074580881
2013-07-25,1.0076963344492755,1.018055675957334,1.001437393429457,1.0127679743612386,0.99916621272244
2013-07-26,1.0075288567280742,1.0180482943972564,1.0035022091766768,1.0151742073745642,0.9943735330333572
2013-07-29,1.0099259166093146,1.0133284108061285,1.002014041654005,1.0136816943620381,0.9979553462094692
2013-07-30,1.0099185939952342,1.013321063521771,1.0031920330420228,1.0115530175275524,1.0019359150266645
2013-07-31,1.0099112548768931,1.0161411431893077,1.0002230576743418,1.010696772013981,0.9993365797414646
2013-08-01,1.0226215134858643,1.0161337588514556,1.0073243556408813,1.0193022225361033,0.9993293175230393
2013-08-02,1.0237609860112757,1.0161263468020707,1.007317007850489,1.0240477876860585,1.011283186962538
2013-08-05,1.0224593508191555,1.0270530130487068,1.006420059078183,1.021070210214263,1.0114772217301704
2013-08-06,1.0163325624863404,1.0270455269629974,1.0037467104096873,1.0173491935126882,1.0060865087593533
2013-08-07,1.0098708119747422,1.0270380409318531,1.0001866493089047,1.0136300803771696,1.0018921634699347
2013-08-08,1.0098634980385286,1.0270306026628873,1.0040277063142231,1.0147360555478422,1.0066700292640656
2013-08-09,1.0139264479051764,1.0213685651707203,1.0019485084787223,1.012167357614517,1.0044296977742952
2013-08-12,1.012070839011292,1.0213611679626342,1.0004604954300151,1.0093157484438098,1.0012722635945681
2013-08-13,1.0120635229688157,1.0213537847623677,0.9992680927555103,1.0102590040943908,1.0072462981671084
2013-08-14,1.015194927212116,1.0213464295239716,0.9942275450090484,1.0018983990723873,1.0004603177785985
2013-08-15,0.9983694996740984,0.998340237843612,0.9808909953734115,0.9845891716131254,0.9860982656269717
2013-08-16,0.9937215054445097,0.9983330237846524,0.9749610523695523,0.9799773434331355,0.9832999398754038
2013-08-19,0.9904063703382667,0.9902197605345606,0.9702163578889701,0.9783003987445305,0.9820966413411367
2013-08-20,0.9903992677358961,0.9969989623002681,0.9767232991680376,0.9831199409898809,0.9898649727393993
2013-08-21,0.9879899091799156,0.9969918124197693,0.9707935672448851,0.9765147927278226,0.9892597725851555
2013-08-22,0.9879828239069597,0.9969846625905453,0.9758226092318895,0.9840341535159488,0.9968285753783743
2013-08-23,0.9879757386848153,0.9991794940560134,0.981147137263903,0.9868120161566394,0.9960239695784131
2013-08-26,1.000167433623659,1.001306714487802,0.9763997254612345,0.9847615701218129,0.9946212867006218
2013-08-27,0.9790579019467959,1.0012996075907832,0.9672134043524188,0.9706471118309057,0.9785656312843182
2013-08-28,0.9790509235343049,0.9843246253025197,0.9675020622653036,0.9726816843328172,0.9822468167438311
2013-08-29,0.9790439264442191,0.984317590522294,0.9692713158640834,0.977687814693768,0.9846320999514758
2013-08-30,0.9790369748847128,0.9824278151021495,0.9674882781536482,0.9744559547214187,0.978445036154704
2013-09-02,0.9790300233745649,0.982420839515832,0.9674814086433478,0.9744490357381406,0.9784380888475314
2013-09-03,0.9790230719137752,0.9824138639790438,0.9659939523583106,0.9800800958620767,0.9826175829045573
2013-09-04,0.9790161338788448,0.9906999959467504,0.9701332942504716,0.9837843158924785,0.9909834426901353
2013-09-05,0.9790092199707823,0.9906929995261068,0.9683503378865476,0.9826642114165738,0.9921725534340485
2013-09-06,0.9962216518809729,0.9955871274238037,0.9707107114911665,0.983585557994682,0.9971493459343194
2013-09-09,0.9962146763577451,0.9997153534995993,0.9784050446437033,0.9906328802914425,1.0027241284475104
2013-09-10,1.0093313664900363,1.0061279065091147,0.9846158659897394,0.9974933488941755,1.0084981801802464
2013-09-11,1.0093243405463772,1.0061209028647027,0.9887550543926016,0.9998994105062421,1.0120793871327807
2013-09-12,1.0093173146516257,1.0061138992690428,0.98637820136704,1.0021186862174343,1.0132684094331117
2013-09-13,1.0093103025968997,1.0061069094694823,0.9902218063830662,1.006869253601427,1.0158528312330148
2013-09-16,1.0093033471348019,1.0179213861434746,0.9955459072904662,1.01398839038226,1.0174405651124523
2013-09-17,1.021493796828444,1.0179143685580005,0.9986119078624999,1.0163906402484228,1.0230150828604998
2013-09-18,1.0214867406568786,1.0179073371120477,1.015073839768359,1.0286331258361199,1.0365630717337904
2013-09-19,1.0318290880877714,1.0354819595530238,1.0126998708918318,1.0284411866521208,1.0379513390180848
2013-09-20,1.0318220408883128,1.0271449451557702,1.005881723022729,1.021936928298473,1.03375818715669
2013-09-23,1.0161061954407447,1.0271379018775701,1.0032094546541217,1.0150629421620638,1.0281697196723094
2013-09-24,1.0160992389643342,1.0271308698757806,1.0006003530469536,1.0114117488592418,1.0249992564612238
2013-09-25,1.0160923547350234,1.0271239109054664,0.9970101476654181,1.0063739878868276,1.020792381551458
2013-09-26,1.0160854566677884,1.0271169379469913,1.0005867809761746,1.0104292031834705,1.026583987189601
2013-09-27,1.0098706735522642,1.0271099580182743,0.996399852442434,1.0099009485937323,1.0219784784823984
2013-09-30,1.0057595948251403,1.0131858849485986,0.9919748420653896,1.0037465416761968,1.0155710916832794
2013-10-01,1.0057528287508601,1.013179068915232,0.9987733379221704,1.0123092961249083,1.0206271612880435
2013-10-02,1.0072313267096298,1.015634730461413,0.9951862237160204,1.0128608821386575,1.0221172715795372
2013-10-03,1.003696562557591,1.0096802618501788,0.9871208138130774,1.0031662078782009,1.0147514305179888
2013-10-04,1.0036898926559759,1.0156212320367426,0.9915897396745299,1.0104254508103752,1.0193430654417504
2013-10-07,1.0075829912839398,1.015614469012896,0.985314629661395,1.0038979357478568,1.0115368262145192
2013-10-08,0.9956892879591396,1.0108725156569276,0.978442873023205,0.9908516063956392,0.9959312846176102
2013-10-09,0.9917828664367391,1.0025327561118063,0.9790330168559379,0.9871196258095907,0.9967258532857547
2013-10-10,1.0110925944454097,1.0025260870941035,0.996041501924295,1.0053697867732823,1.0111179216007338
2013-10-11,1.0181417138886453,1.0254366324489292,1.0020048463436415,1.0168180653221006,1.0199089989907564
2013-10-14,1.0250066450199662,1.022398773619333,1.004384936868985,1.0200724349464694,1.027701329807713
2013-10-15,1.0255574291060119,1.0223919598752804,0.9969165804606268,1.016153691339899,1.0212965161831866
2013-10-16,1.0318645998338531,1.0334652983797914,1.0134768857538319,1.0327170436658897,1.034687405765206
2013-10-17,1.031857765307506,1.0407626433968737,1.0240643876933977,1.045571753785745,1.0386807218043503
2013-10-18,1.0318509731291843,1.0407557926024114,1.026444413289055,1.051151668681759,1.0486712523987705
2013-10-21,1.045548693288809,1.0479348599542269,1.0258410237273496,1.0468613756987586,1.0506654603848304
2013-10-22,1.05263789140616,1.0479280249607268,1.0356853533911368,1.059706602054924,1.0546567052352511
2013-10-23,1.0457227591071743,1.0479211900118068,1.0338885584759214,1.0566826569257939,1.0534500063151684
2013-10-24,1.0466820661854157,1.0479143622679046,1.0347768362389118,1.058293349906733,1.056442673215544
