Date,Asset,Daily Return,Exposure BoP,Exposure EoP,Trade Exposure,Trade Cost,PnL - Daily,PnL,Days in Exposure,Strategy Vol.,stop_trading_sign,Strategy,Strategy Weight,Book Vol,all_strategies_ready,Cumulative_ReturnLibor
2013-11-25,Swap - VLUE US Equity,1.0010238834802148,0,0.49055057871258545,0.49055057871258545,0.00012263764467814635,-0.00012263764467814635,-0.00012263764467814635,1,0.0,False,Equity | Vol. Targeting,1.0,0.0,False,1.000632459618771
2013-11-25,Swap - SIZE US Equity,1.0035182039001633,0,0.4876326817750771,0.4876326817750771,0.00012190817044376929,-0.00012190817044376929,-0.00012190817044376929,1,0.0,False,Equity | Vol. Targeting,1.0,0.0,False,1.000632459618771
2013-11-25,Swap - USMV US Equity,0.9992608147866145,0,0.5583255660751603,0.5583255660751603,0.00013958139151879008,-0.00013958139151879008,-0.00013958139151879008,1,0.0,False,Equity | Vol. Targeting,1.0,0.0,False,1.000632459618771
2013-11-25,Swap - MTUM US Equity,1.0006779380082798,0,0.49438050327924393,0.49438050327924393,0.00012359512581981098,-0.00012359512581981098,-0.00012359512581981098,1,0.0,False,Equity | Vol. Targeting,1.0,0.0,False,1.000632459618771
2013-11-25,Swap - QUAL US Equity,0.9989038419180891,0,0.5207547454513658,0.5207547454513658,0.00013018868636284145,-0.00013018868636284145,-0.00013018868636284145,1,0.0,False,Equity | Vol. Targeting,1.0,0.0,False,1.000632459618771
2013-11-26,Swap - VLUE US Equity,1.0027365655811609,0.49055057871258545,0.4918930025421089,0,0,0.0013424238295234314,0.001219786184845285,2,0.0780259776590727,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006389382700485
2013-11-26,Swap - SIZE US Equity,0.9999935254855374,0.4876326817750771,0.48762952459022657,0,0,-3.1571848505551614e-06,-0.00012506535529432445,2,0.0780259776590727,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006389382700485
2013-11-26,Swap - USMV US Equity,0.9975900343715741,0.5583255660751603,0.5569800206514477,0,0,-0.0013455454237125686,-0.0014851268152313586,2,0.0780259776590727,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006389382700485
2013-11-26,Swap - MTUM US Equity,0.9982845641908527,0.49438050327924393,0.49353242526057445,0,0,-0.0008480780186694847,-0.0009716731444892957,2,0.0780259776590727,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006389382700485
2013-11-26,Swap - QUAL US Equity,1.0034474153220034,0.5207547454513658,0.5225500033398408,0,0,0.0017952578884750103,0.001665069202112169,2,0.0780259776590727,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006389382700485
2013-11-27,Swap - VLUE US Equity,0.9977728863443406,0.4918930025421089,0.490797500919024,0,0,-0.0010955016230848602,0.00012428456176042475,3,0.07797711199661195,False,Equity | Vol. Targeting,1.0,0.0,False,1.0006454443133685
