Date,Asset,Daily Return,Exposure BoP,Exposure EoP,Trade Exposure,Trade Cost,PnL - Daily,PnL,Days in Exposure,Strategy Vol.,stop_trading_sign,Strategy,Strategy Weight,Book Vol,all_strategies_ready,Cumulative_ReturnLibor
2015-10-29,Swap - UCO US Equity,0.9902393185462662,0,-0.14560905053741857,-0.14560905053741857,3.640226263435464e-05,-3.640226263435464e-05,-3.640226263435464e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - SCO US Equity,1.0095042735714976,0,0.14013721750757743,0.14013721750757743,3.503430437689436e-05,-3.503430437689436e-05,-3.503430437689436e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - KOLD US Equity,1.0354255677414914,0,0.2383522895175019,0.2383522895175019,5.9588072379375476e-05,-5.9588072379375476e-05,-5.9588072379375476e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - ZSL US Equity,1.0518029598031067,0,-0.27121598087792764,-0.27121598087792764,6.780399521948191e-05,-6.780399521948191e-05,-6.780399521948191e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GLL US Equity,1.0179239732379421,0,-0.48174046559913786,-0.48174046559913786,0.00012043511639978447,-0.00012043511639978447,-0.00012043511639978447,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GLD US Equity,0.9904225757750575,0,0.9606560913645517,0.9606560913645517,0.00024016402284113793,-0.00024016402284113793,-0.00024016402284113793,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - GDX US Equity,0.9515361417057037,0,0.22811844195091002,0.22811844195091002,5.702961048772751e-05,-5.702961048772751e-05,-5.702961048772751e-05,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-29,Swap - PDBC US Equity,1.0017021977469096,0,-0.5341704626449751,-0.5341704626449751,0.00013354261566124378,-0.00013354261566124378,-0.00013354261566124378,1,0.0,False,Comdty | Trend-Following,1.0,0.0,True,1.0041879097961277
2015-10-30,Swap - UCO US Equity,1.0290863882937056,-0.14560905053741857,-0.14984429192042772,0,0,-0.004235241383009153,-0.004271643645643508,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - SCO US Equity,0.9713575606459234,0.14013721750757743,0.13612334575386761,0,0,-0.004013871753709819,-0.004048906058086713,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - KOLD US Equity,0.9365098864208218,0.2383522895175019,0.22321927558417853,0,0,-0.015133013933323364,-0.01519260200570274,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - ZSL US Equity,1.00761627481678,-0.27121598087792764,-0.2732816363229965,0,0,-0.0020656554450688702,-0.002133459440288352,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GLL US Equity,1.0074557085585552,-0.48174046559913786,-0.4853321821115077,0,0,-0.003591716512369836,-0.0037121516287696205,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GLD US Equity,0.996162971225112,0.9606560913645517,0.9569700262992145,0,0,-0.0036860650653371962,-0.003926229088178334,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - GDX US Equity,0.9894057117909834,0.22811844195091002,0.22570168943109026,0,0,-0.002416752519819765,-0.002473782130307492,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-10-30,Swap - PDBC US Equity,1.0016934569849412,-0.5341704626449751,-0.5350750573460905,0,0,-0.0009045947011153688,-0.0010381373167766125,2,0.16612937327446395,False,Comdty | Trend-Following,1.0,0.0,True,1.0041970862757126
2015-11-02,Swap - UCO US Equity,0.989551635825648,-0.14984429192042772,-0.14827866418899519,0,0,0.0015656277314325395,-0.002706015914210968,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - SCO US Equity,1.0103141506221192,0.13612334575386761,0.1375273424451598,0,0,0.0014039966912921809,-0.0026449093667945322,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - KOLD US Equity,1.0394591430987135,0.22321927558417853,0.23202731692184578,0,0,0.008808041337667244,-0.006384560668035496,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - ZSL US Equity,1.011390317048073,-0.2732816363229965,-0.2763944008041316,0,0,-0.0031127644811350663,-0.005246223921423418,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - GLL US Equity,1.0125376747032002,-0.4853321821115077,-0.4914171191338161,0,0,-0.00608493702230839,-0.00979708865107801,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - GLD US Equity,0.9934950383429904,0.9569700262992145,0.9507449729712305,0,0,-0.006225053327983954,-0.010151282416162288,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - GDX US Equity,1.004002760087799,0.22570168943109026,0.22660511914529383,0,0,0.0009034297142035685,-0.0015703524161039236,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-02,Swap - PDBC US Equity,0.9954583253895045,-0.5350750573460905,-0.5326449205434324,0,0,0.002430136802658134,0.0013919994858815213,3,0.1681684584432201,False,Comdty | Trend-Following,1.0,0.0,True,1.0042062628391542
2015-11-03,Swap - UCO US Equity,1.0738363555657489,-0.14827866418899519,-0.1592270203608681,0,0,-0.010948356171872925,-0.013654372086083893,4,0.16804263638623265,False,Comdty | Trend-Following,1.0,0.0,True,1.0042154257758502
2015-11-03,Swap - SCO US Equity,0.9260041075603743,0.1375273424451598,0.1273508840060802,0,0,-0.010176458439079605,-0.012821367805874138,4,0.16804263638623265,False,Comdty | Trend-Following,1.0,0.0,True,1.0042154257758502
2015-11-03,Swap - KOLD US Equity,0.9747285147443583,0.23202731692184578,0.22616364200334924,0,0,-0.005863674918496542,-0.012248235586532038,4,0.16804263638623265,False,Comdty | Trend-Following,1.0,0.0,True,1.0042154257758502
2015-11-03,Swap - ZSL US Equity,1.0201649668781616,-0.2763944008041316,-0.28196788474165624,0,0,-0.005573483937524659,-0.010819707858948077,4,0.16804263638623265,False,Comdty | Trend-Following,1.0,0.0,True,1.0042154257758502
2015-11-03,Swap - GLL US Equity,1.0293593264521612,-0.4914171191338161,-0.5058447947586464,0,0,-0.014427675624830327,-0.024224764275908337,4,0.16804263638623265,False,Comdty | Trend-Following,1.0,0.0,True,1.0042154257758502
