Date,Asset,Daily Return,Exposure BoP,Exposure EoP,Trade Exposure,Trade Cost,PnL - Daily,PnL,Days in Exposure,Strategy Vol.,Strategy,Strategy Weight,Book Vol,Cumulative_ReturnLibor
2013-11-25,Swap - VLUE US Equity,1.0010238834802148,0,0.49055057871258545,0.49055057871258545,0.00012263764467814635,-0.00012263764467814635,-0.00012263764467814635,1,0.19999999999999998,Equity | Vol. Targeting,1.0,0.0,1.000632459618771
2013-11-25,Swap - SIZE US Equity,1.0035182039001633,0,0.4876326817750771,0.4876326817750771,0.00012190817044376929,-0.00012190817044376929,-0.00012190817044376929,1,0.19999999999999998,Equity | Vol. Targeting,1.0,0.0,1.000632459618771
2013-11-25,Swap - USMV US Equity,0.9992608147866145,0,0.5583255660751603,0.5583255660751603,0.00013958139151879008,-0.00013958139151879008,-0.00013958139151879008,1,0.19999999999999998,Equity | Vol. Targeting,1.0,0.0,1.000632459618771
2013-11-25,Swap - MTUM US Equity,1.0006779380082798,0,0.49438050327924393,0.49438050327924393,0.00012359512581981098,-0.00012359512581981098,-0.00012359512581981098,1,0.19999999999999998,Equity | Vol. Targeting,1.0,0.0,1.000632459618771
2013-11-25,Swap - QUAL US Equity,0.9989038419180891,0,0.5207547454513658,0.5207547454513658,0.00013018868636284145,-0.00013018868636284145,-0.00013018868636284145,1,0.19999999999999998,Equity | Vol. Targeting,1.0,0.0,1.000632459618771
2013-11-26,Swap - VLUE US Equity,1.0027365655811609,0.49055057871258545,0.4918930025421089,0,0,0.0013424238295234314,0.001219786184845285,2,0.1990945236127506,Equity | Vol. Targeting,1.0,0.0,1.0006389382700485
2013-11-26,Swap - SIZE US Equity,0.9999935254855374,0.4876326817750771,0.48762952459022657,0,0,-3.1571848505551614e-06,-0.00012506535529432445,2,0.1990945236127506,Equity | Vol. Targeting,1.0,0.0,1.0006389382700485
2013-11-26,Swap - USMV US Equity,0.9975900343715741,0.5583255660751603,0.5569800206514477,0,0,-0.0013455454237125686,-0.0014851268152313586,2,0.1990945236127506,Equity | Vol. Targeting,1.0,0.0,1.0006389382700485
2013-11-26,Swap - MTUM US Equity,0.9982845641908527,0.49438050327924393,0.49353242526057445,0,0,-0.0008480780186694847,-0.0009716731444892957,2,0.1990945236127506,Equity | Vol. Targeting,1.0,0.0,1.0006389382700485
2013-11-26,Swap - QUAL US Equity,1.0034474153220034,0.5207547454513658,0.5225500033398408,0,0,0.0017952578884750103,0.001665069202112169,2,0.1990945236127506,Equity | Vol. Targeting,1.0,0.0,1.0006389382700485
2013-11-27,Swap - VLUE US Equity,0.9977728863443406,0.4918930025421089,0.490797500919024,0,0,-0.0010955016230848602,0.00012428456176042475,3,0.19897681461131417,Equity | Vol. Targeting,1.0,0.0,1.0006454443133685
2013-11-27,Swap - SIZE US Equity,0.99999349815326,0.48762952459022657,0.48762635409779176,0,0,-3.1704924348119334e-06,-0.00012823584772913638,3,0.19897681461131417,Equity | Vol. Targeting,1.0,0.0,1.0006454443133685
2013-11-27,Swap - USMV US Equity,1.0007040320999017,0.5569800206514477,0.5573721524649902,0,0,0.0003921318135424734,-0.0010929950016888852,3,0.19897681461131417,Equity | Vol. Targeting,1.0,0.0,1.0006454443133685
2013-11-27,Swap - MTUM US Equity,1.0015336862908901,0.49353242526057445,0.49428934917530637,0,0,0.0007569239147319218,-0.0002147492297573739,3,0.19897681461131417,Equity | Vol. Targeting,1.0,0.0,1.0006454443133685
2013-11-27,Swap - QUAL US Equity,1.0029876420535786,0.5225500033398408,0.5241111957049166,0,0,0.001561192365075792,0.003226261567187961,3,0.19897681461131417,Equity | Vol. Targeting,1.0,0.0,1.0006454443133685
2013-11-28,Swap - VLUE US Equity,0.9999934571553559,0.490797500919024,0.49079428970722383,0,0,-3.2112118001914602e-06,0.00012107334996023329,4,0.19850955792590533,Equity | Vol. Targeting,1.0,0.0,1.0006519914238912
2013-11-28,Swap - SIZE US Equity,0.9999934571553559,0.48762635409779176,0.4876231636343125,0,0,-3.1904634792412345e-06,-0.00013142631120837762,4,0.19850955792590533,Equity | Vol. Targeting,1.0,0.0,1.0006519914238912
2013-11-28,Swap - USMV US Equity,0.9999934571553559,0.5573721524649902,0.5573685056655877,0,0,-3.646799402456935e-06,-0.0010966418010913421,4,0.19850955792590533,Equity | Vol. Targeting,1.0,0.0,1.0006519914238912
2013-11-28,Swap - MTUM US Equity,0.9999934571553559,0.49428934917530637,0.49428611511688547,0,0,-3.2340584208978562e-06,-0.00021798328817827176,4,0.19850955792590533,Equity | Vol. Targeting,1.0,0.0,1.0006519914238912
2013-11-28,Swap - QUAL US Equity,0.9999934571553559,0.5241111957049166,0.5241077665267869,0,0,-3.429178129676913e-06,0.003222832389058284,4,0.19850955792590533,Equity | Vol. Targeting,1.0,0.0,1.0006519914238912
2013-11-29,Swap - VLUE US Equity,1.0035906719451364,0.49079428970722383,0.4925565709941087,0,0,0.0017622812868848814,0.0018833546368451147,5,0.19841985358830427,Equity | Vol. Targeting,1.0,0.0,1.0006585385772508
2013-11-29,Swap - SIZE US Equity,0.9999934571553559,0.4876231636343125,0.487619973191708,0,0,-3.1904426044948586e-06,-0.00013461675381287247,5,0.19841985358830427,Equity | Vol. Targeting,1.0,0.0,1.0006585385772508
